SCRUB_STORE_NO,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,TIME_DIM_KEY
4,262,51.6,63.3,77.8,49.2,56.6,64.5,46.6,51.8,58.9,53.6,64.3,78.0,53.6,63.6,77.8,52.1,64.1,78.0,39,69,88,6.9,8.5,11.0,975.1,977.6,979.9,1023.8,1026.4,1029.1,0.7,1.9,3.0,115,0.8,2.2,3.4,126,0.7,2.2,3.5,128,0.0,0,0,2,28,0,235.4,749.9,5648.8,20210919
4,263,53.5,64.4,77.3,52.0,58.7,65.1,50.3,54.9,59.8,54.9,65.4,78.2,54.9,65.1,77.1,54.2,65.3,78.2,46,74,92,8.0,9.6,11.5,970.7,972.5,974.8,1018.6,1020.9,1023.6,0.6,2.4,4.8,364,0.9,2.7,5.9,361,1.1,2.7,6.1,357,0.0,0,36,64,96,0,230.1,736.5,5522.7,20210920
4,264,55.4,64.5,76.6,55.0,59.4,63.8,53.1,56.2,59.0,56.1,65.8,77.9,58.4,65.1,76.4,56.1,65.8,77.9,49,77,99,9.0,10.0,11.0,965.4,969.0,971.4,1013.7,1017.2,1020.0,0.5,3.5,6.4,189,1.9,6.3,11.4,195,2.3,6.9,13.0,196,0.08,0,8,70,100,0,202.2,680.4,4853.3,20210921
4,265,55.0,62.4,71.1,56.2,61.2,66.8,55.9,60.5,66.3,56.6,62.4,67.9,56.4,62.2,67.9,56.6,62.4,67.9,82,94,99,10.0,11.8,14.4,956.2,959.4,964.9,1003.6,1007.2,1013.1,3.4,6.9,12.3,199,5.5,12.4,23.7,204,6.1,13.3,25.2,204,0.34,0,79,94,100,0,145.5,480.4,3493.6,20210922
4,266,45.1,54.0,61.5,45.1,51.4,56.0,44.6,49.3,55.6,44.6,53.0,59.2,44.6,52.5,57.4,45.7,54.0,59.2,67,85,98,6.5,7.8,9.9,957.8,961.3,965.8,1005.9,1009.8,1015.3,3.2,6.7,12.7,266,6.3,12.7,20.4,269,6.6,13.8,21.3,270,0.09,0,5,61,99,0,132.4,381.9,3177.4,20210923
5,251,53.4,61.8,72.0,51.6,56.7,60.8,49.6,53.1,57.9,51.5,62.1,76.0,51.5,61.0,71.8,53.4,62.6,76.0,49,75,94,7.7,8.9,10.5,974.7,976.5,979.6,1005.0,1006.7,1010.2,6.5,11.0,19.2,281,12.6,18.2,27.0,287,14.0,19.4,27.9,289,0.02,0,0,7,65,0,252.2,789.8,5800.0,20210908
5,252,50.4,57.9,68.0,49.3,53.6,59.1,48.0,50.4,54.8,48.8,57.0,67.5,48.8,56.8,67.5,50.8,57.9,67.5,56,77,91,7.2,8.0,9.4,979.6,982.8,986.0,1010.3,1013.4,1016.9,4.9,7.6,10.7,311,9.1,12.2,16.1,319,9.5,12.9,17.1,321,0.05,0,0,31,100,0,216.6,715.3,5197.5,20210909
5,253,48.1,59.6,71.7,46.8,53.5,60.3,45.5,48.5,53.6,46.6,59.9,75.9,46.6,58.8,71.6,48.1,60.4,75.9,44,69,92,6.6,7.4,9.0,986.0,987.7,989.4,1017.0,1018.4,1020.1,3.5,5.8,11.1,247,4.4,9.5,20.9,241,4.5,10.1,22.8,242,0.0,0,0,14,100,0,245.6,791.8,5893.6,20210910
5,254,56.0,68.5,79.6,51.9,61.2,67.9,46.7,56.8,62.0,53.4,69.7,80.9,53.4,67.7,79.5,56.1,70.1,80.9,53,67,86,6.9,10.2,12.3,980.2,984.4,987.2,1010.3,1014.7,1017.8,10.3,14.8,22.8,213,19.1,23.4,35.0,215,20.6,24.6,36.5,216,0.0,0,8,65,100,0,206.1,749.8,4947.5,20210911
5,255,59.4,67.9,76.9,57.8,63.8,68.6,56.8,61.5,66.1,59.4,68.9,79.2,58.5,67.9,76.7,59.4,68.9,79.2,64,81,94,10.0,12.0,14.0,983.5,985.9,987.2,1013.7,1016.2,1017.6,3.8,6.9,12.1,58,4.7,10.7,20.1,67,4.7,11.2,21.3,70,0.05,0,22,85,100,0,170.2,726.0,4085.2,20210912
5,256,59.2,70.2,82.7,58.4,65.4,71.2,57.8,63.0,66.0,59.6,71.5,84.9,58.8,70.1,82.5,59.6,71.5,84.9,57,80,97,10.3,12.7,14.1,979.7,983.1,986.6,1009.5,1013.3,1017.1,6.3,9.8,16.5,198,10.4,15.8,26.0,196,11.2,16.7,27.3,196,0.25,0,19,79,100,0,163.7,464.0,3929.9,20210913
5,257,53.8,65.5,78.8,51.3,60.8,66.7,48.0,57.4,65.8,53.6,66.4,76.7,53.4,65.4,73.6,54.4,66.5,76.7,52,77,98,7.2,10.6,13.9,979.7,981.7,986.1,1009.9,1011.9,1016.8,4.5,10.8,15.9,278,8.7,17.2,22.4,282,9.7,18.1,23.0,282,0.6,0,0,64,100,0,200.1,641.9,4803.3,20210914
5,258,48.9,59.1,69.6,48.3,53.3,58.4,46.7,48.4,51.0,48.7,58.7,68.1,48.7,58.7,68.1,50.0,59.1,68.1,50,70,92,6.9,7.4,8.2,986.3,987.9,989.4,1017.3,1018.6,1020.2,0.9,3.3,5.5,314,0.9,4.8,9.3,325,0.9,5.1,9.9,327,0.0,0,0,49,100,0,179.8,605.9,4316.5,20210915
5,259,51.0,61.6,73.4,49.7,54.4,60.3,46.1,48.6,50.9,51.3,62.2,76.0,51.3,61.3,73.2,52.2,62.3,76.0,44,65,85,6.7,7.4,8.1,989.6,992.0,993.7,1020.4,1022.7,1024.5,2.8,4.2,7.0,241,3.8,5.8,12.1,241,3.9,6.0,12.6,242,0.0,0,0,0,1,0,233.8,713.9,5610.2,20210916
5,260,53.7,63.8,76.1,49.9,55.7,62.5,45.4,49.3,53.0,52.6,63.6,77.3,52.6,63.2,75.9,54.4,64.2,77.3,43,61,75,6.5,7.6,8.7,994.0,995.5,996.7,1024.9,1026.3,1027.4,4.6,6.8,7.8,204,7.3,11.0,14.2,206,7.7,11.4,15.0,206,0.0,0,0,0,0,0,231.5,709.8,5556.4,20210917
5,261,54.3,64.9,78.0,50.8,56.8,64.0,45.9,50.5,54.5,53.2,64.7,78.5,53.2,64.3,77.8,55.0,65.1,78.5,43,61,78,6.6,8.0,9.3,992.9,995.3,997.4,1023.4,1026.0,1028.5,4.4,7.4,9.9,178,7.6,12.4,15.5,181,8.2,13.1,17.1,183,0.0,0,0,0,0,0,230.2,708.0,5525.1,20210918
5,262,56.7,68.2,80.7,54.3,60.4,66.8,50.8,55.3,58.6,57.4,69.7,81.2,55.7,67.7,80.6,57.4,69.7,81.2,47,65,83,8.0,9.6,10.8,988.4,990.5,993.0,1018.6,1020.9,1023.8,6.8,8.1,9.4,189,11.1,13.8,17.1,194,11.4,14.7,18.8,196,0.0,0,0,2,31,0,222.0,686.9,5326.4,20210919
5,263,60.2,69.6,80.4,56.4,61.5,66.5,52.6,56.3,59.5,60.8,70.8,80.7,60.8,69.6,80.0,60.8,70.8,80.7,47,64,83,8.7,9.9,11.1,982.6,986.2,988.3,1012.9,1016.5,1018.8,7.2,9.0,10.8,196,13.2,15.2,19.3,200,13.7,16.3,21.1,201,0.0,0,0,37,83,0,206.1,616.1,4947.7,20210920
5,264,56.8,64.0,74.3,56.6,59.9,63.5,51.1,57.2,62.1,57.8,64.5,76.6,57.3,64.0,72.7,57.8,64.5,76.6,59,80,98,8.2,10.3,12.2,976.5,979.8,983.9,1006.8,1010.0,1014.2,4.2,10.5,15.3,217,6.4,17.3,23.2,221,6.8,18.4,24.2,222,0.8,0,0,77,100,0,78.9,350.5,1892.3,20210921
5,265,49.7,53.8,61.2,47.0,50.7,56.4,40.3,47.8,56.1,44.6,49.9,56.8,44.6,49.9,56.2,50.3,53.8,57.7,62,81,97,5.5,7.4,9.8,975.1,976.4,978.9,1005.5,1007.0,1009.7,5.0,13.8,17.6,286,9.7,21.1,26.0,288,10.7,22.0,27.1,288,0.14,0,27,82,100,0,119.1,400.1,2857.6,20210922
5,266,49.3,52.7,60.9,45.2,48.4,51.9,40.1,44.2,48.7,46.0,50.2,60.8,46.0,50.2,60.8,49.3,52.7,60.8,52,74,94,5.4,6.3,7.5,979.2,981.0,982.7,1010.1,1011.8,1013.6,5.1,8.4,12.6,258,8.9,13.6,19.0,260,9.5,14.3,20.5,260,0.0,0,0,64,100,0,134.9,510.7,3237.3,20210923
6,251,50.7,63.3,79.5,50.3,59.0,66.2,49.8,56.4,62.7,49.8,64.0,79.1,49.8,63.1,77.9,50.8,64.3,79.1,48,81,99,7.9,10.3,12.7,960.9,963.5,966.2,1005.0,1008.3,1011.8,3.0,6.4,13.2,179,5.3,11.7,21.4,186,5.6,12.4,22.4,187,0.5,0,1,68,100,0,203.1,688.8,4672.1,20210908
6,252,54.9,60.6,69.7,54.0,57.8,61.5,51.7,56.0,60.2,54.9,60.6,69.4,56.0,61.2,69.4,54.9,60.6,69.4,53,86,99,8.6,10.0,11.6,962.0,963.1,963.9,1006.6,1008.0,1008.8,1.4,2.8,4.5,212,2.5,4.9,9.2,214,2.6,5.2,10.1,215,0.12,0,100,100,100,0,99.7,374.5,2391.5,20210909
6,253,43.8,53.7,61.6,43.0,50.6,54.9,42.0,48.0,53.2,42.6,53.4,60.8,42.6,53.1,60.8,43.9,53.7,60.8,59,82,98,5.8,7.5,9.0,962.7,966.6,971.7,1007.9,1012.2,1018.2,1.8,5.2,10.5,303,3.2,9.4,17.9,305,3.6,10.1,18.7,305,0.02,0,0,57,100,0,136.9,577.0,3284.9,20210910
6,254,41.9,57.7,70.3,41.5,51.2,58.3,40.9,45.5,50.0,40.3,57.6,75.4,40.3,57.2,70.1,42.0,58.0,75.4,42,67,96,5.6,6.7,8.0,971.1,973.0,975.2,1016.5,1018.7,1021.2,2.4,6.6,10.8,213,4.3,11.7,19.2,220,4.4,12.4,20.4,221,0.0,0,0,33,100,0,233.3,786.9,5597.8,20210911
6,255,46.9,60.1,68.0,45.5,55.2,61.2,44.1,51.7,57.6,46.9,60.1,67.1,46.9,60.1,67.1,46.9,60.1,67.1,63,74,90,6.3,8.6,10.5,967.9,969.8,972.7,1012.8,1015.1,1018.9,0.2,6.1,10.1,239,1.3,11.6,18.5,244,1.7,12.4,19.7,246,0.0,0,0,59,100,0,91.3,372.8,2191.6,20210912
6,257,50.2,66.2,78.6,51.8,62.8,68.5,51.4,61.0,67.4,52.5,68.1,80.4,52.5,66.1,78.4,52.4,68.2,80.4,60,85,99,8.3,12.1,14.9,963.1,965.5,969.9,1007.5,1010.3,1015.3,2.8,7.5,11.4,221,3.5,14.1,22.6,222,4.0,15.0,24.1,223,0.62,0,90,98,100,0,164.3,524.6,3942.8,20210914
6,258,47.4,57.8,72.1,45.4,53.1,62.5,42.0,48.8,61.9,48.4,57.9,63.7,48.4,57.8,63.7,47.9,57.8,63.7,45,75,97,5.9,7.9,12.3,963.3,968.5,972.5,1008.1,1013.9,1018.7,0.3,5.4,9.1,286,0.7,9.7,14.3,287,1.0,10.4,15.9,287,0.15,0,58,94,100,0,208.0,659.1,4992.3,20210915
6,259,42.5,52.5,63.3,41.9,47.7,52.8,40.8,43.1,45.4,43.3,53.0,61.1,43.3,53.0,61.1,43.0,52.5,61.1,52,72,92,5.5,6.1,6.7,972.6,974.6,977.5,1018.9,1020.7,1024.4,0.3,3.1,8.7,335,0.9,5.2,13.9,327,1.0,5.5,14.5,327,0.0,0,3,67,100,0,169.2,467.6,4062.6,20210916
6,260,39.6,53.0,66.9,39.4,47.2,54.5,38.5,41.1,44.4,40.8,53.2,66.9,40.8,53.2,66.9,40.1,53.0,66.9,38,68,94,5.1,5.6,6.4,977.8,981.2,983.6,1024.7,1027.5,1030.3,0.3,1.8,3.8,297,0.4,3.1,6.1,293,0.6,3.2,6.3,293,0.0,0,0,0,1,0,236.0,745.4,5663.0,20210917
6,261,45.8,60.5,76.9,43.3,54.1,64.8,40.5,49.1,58.6,46.8,61.3,77.7,46.8,61.1,76.5,46.0,60.9,77.7,42,69,88,5.4,7.8,10.8,982.5,983.7,984.9,1027.7,1029.7,1031.4,1.1,2.0,2.6,189,2.0,3.6,5.8,197,2.1,3.8,6.2,199,0.0,0,0,0,0,0,228.3,724.0,5478.5,20210918
6,262,51.4,63.8,78.9,50.6,57.9,66.2,49.5,54.0,60.2,53.8,64.9,79.2,53.8,64.4,78.7,52.0,64.6,79.2,44,73,91,7.7,9.2,11.5,978.3,980.6,982.9,1023.4,1026.1,1028.9,1.0,2.1,3.2,171,1.9,3.6,5.1,176,2.0,3.8,5.4,177,0.0,0,0,2,23,0,226.4,721.2,5434.2,20210919
6,263,53.7,64.6,78.8,53.2,59.1,66.2,52.6,55.7,60.3,54.2,65.3,79.3,55.6,65.3,78.7,54.2,65.3,79.3,45,76,94,8.6,9.8,11.6,973.4,975.4,978.1,1018.2,1020.7,1023.8,0.3,1.2,2.1,99,0.5,2.0,3.2,190,0.5,2.1,3.4,196,0.0,0,22,60,78,0,212.2,698.0,5091.7,20210920
6,264,54.5,65.5,79.3,53.9,59.6,64.5,53.2,55.8,58.3,54.8,66.3,79.1,56.6,66.2,78.8,54.8,66.3,79.1,43,74,94,8.9,9.9,10.9,967.8,971.1,973.9,1012.9,1016.1,1019.3,1.2,3.2,5.7,172,2.1,6.1,10.4,180,2.1,6.5,11.0,181,0.0,0,16,73,100,0,205.2,692.8,4924.2,20210921
6,265,52.3,59.7,65.7,53.5,58.7,62.3,53.2,58.1,60.9,53.2,59.7,64.9,52.8,59.5,64.9,54.0,59.7,64.9,87,95,98,9.1,10.8,11.9,957.8,961.5,967.6,1002.2,1006.3,1012.7,3.2,5.3,7.6,170,6.0,10.6,17.2,179,6.6,11.4,18.6,180,0.33,0,67,97,100,0,47.8,145.2,1148.6,20210922
6,266,42.6,52.1,59.5,43.1,49.5,52.4,42.4,47.2,51.7,41.8,50.4,58.1,41.8,50.1,55.4,43.8,52.1,58.1,64,85,98,5.9,7.3,8.5,958.4,961.5,966.5,1003.6,1007.0,1012.9,3.5,6.9,13.1,242,7.9,13.3,21.6,244,8.9,14.3,22.4,246,0.09,0,17,50,73,0,142.5,479.4,3420.5,20210923
7,251,55.9,67.8,78.0,54.9,62.8,66.9,54.1,60.0,63.9,56.0,68.8,79.0,55.7,67.8,78.0,56.0,68.8,79.0,47,78,98,9.2,11.5,13.2,966.1,967.9,969.9,1008.6,1010.4,1013.1,3.7,9.1,14.0,201,10.4,17.3,23.3,203,12.8,18.6,24.4,204,0.06,0,0,49,100,0,225.1,803.6,5176.7,20210908
7,252,58.8,63.1,67.7,56.0,61.0,64.1,53.7,59.8,63.6,58.9,63.1,67.6,58.5,63.0,67.6,58.9,63.1,67.6,67,89,99,9.1,11.5,13.0,964.7,965.7,966.4,1007.3,1008.3,1009.0,1.3,4.0,7.1,304,2.3,7.4,14.1,309,2.6,8.0,15.3,310,0.16,0,100,100,100,0,63.0,409.3,1511.5,20210909
7,253,47.7,58.2,67.6,46.0,53.1,56.3,44.3,48.9,53.3,45.6,57.3,67.4,45.6,56.9,67.4,47.8,58.2,67.4,46,73,94,6.3,7.7,9.0,965.4,969.7,975.9,1008.3,1012.9,1020.1,4.8,9.6,14.2,303,9.9,17.4,22.8,308,11.7,18.6,23.7,308,0.0,0,0,15,100,0,250.7,812.3,6015.4,20210910
7,254,46.6,59.5,70.5,45.4,53.3,59.1,43.6,48.0,53.4,44.4,59.2,73.1,44.4,58.8,70.4,46.7,60.0,74.3,38,69,92,6.2,7.4,8.9,976.1,977.9,979.5,1020.3,1021.5,1022.9,3.7,7.0,10.6,247,6.0,12.8,18.3,248,6.4,13.9,19.9,249,0.0,0,0,6,67,0,255.2,816.6,6123.6,20210911
7,255,57.7,68.4,80.9,55.8,62.2,67.7,53.1,58.5,63.3,59.5,69.4,81.6,57.8,68.3,80.7,59.5,69.4,81.6,49,72,91,8.9,10.9,12.8,972.5,974.5,976.6,1014.9,1017.4,1019.9,4.2,9.7,13.1,251,9.5,17.6,22.1,255,10.5,18.7,23.2,255,0.0,0,1,62,100,0,220.7,776.4,5295.6,20210912
7,256,57.3,65.4,75.1,54.0,60.3,66.5,48.8,56.7,63.1,59.2,65.9,77.4,58.8,65.5,74.2,59.2,65.9,77.4,48,75,98,7.6,10.3,12.7,973.6,975.3,976.6,1016.6,1018.3,1019.6,2.1,4.1,5.6,281,3.6,7.3,10.8,286,4.1,7.9,12.3,286,0.0,0,6,71,100,0,167.1,539.9,4009.2,20210913
7,257,63.0,73.1,84.8,62.8,66.8,69.8,61.0,63.6,65.5,63.1,74.2,85.3,63.1,73.1,84.5,63.1,74.2,85.3,45,75,99,12.1,13.1,13.9,968.7,970.4,973.1,1010.9,1012.9,1016.1,3.7,8.3,12.5,229,9.4,15.7,20.6,229,11.2,16.9,21.4,229,0.01,0,24,69,98,0,234.5,752.7,5626.9,20210914
7,258,54.5,61.8,74.2,49.4,57.0,65.8,44.0,53.1,65.3,54.6,61.8,66.9,54.4,61.6,66.9,55.0,61.8,66.9,58,74,97,6.3,9.2,13.8,968.5,971.6,974.3,1011.1,1014.6,1017.8,3.6,7.4,11.3,302,7.1,13.6,19.4,305,8.3,14.6,20.4,305,0.03,0,100,100,100,0,116.7,339.6,2800.0,20210915
7,259,49.0,57.8,67.3,47.5,51.4,55.5,42.9,45.4,48.5,48.4,57.2,66.6,48.4,57.2,66.6,49.9,57.8,66.6,42,65,84,6.1,6.7,7.4,974.3,976.2,979.6,1017.8,1019.7,1023.7,4.1,5.0,7.0,354,6.2,9.3,12.3,362,6.4,10.0,13.4,364,0.0,0,0,71,100,0,168.7,577.3,4047.7,20210916
7,260,46.6,57.5,71.1,45.4,50.9,57.5,42.6,44.6,48.2,45.8,57.3,70.7,45.8,57.3,70.7,47.5,57.9,74.5,36,65,86,6.0,6.4,7.4,980.0,983.4,986.1,1024.2,1027.2,1030.3,1.8,3.1,4.2,333,1.1,4.5,7.4,344,0.8,4.6,7.9,346,0.0,0,0,0,0,0,244.6,774.0,5871.5,20210917
7,261,50.0,60.2,73.0,46.6,53.3,60.4,43.1,47.5,52.9,49.9,61.3,75.9,49.9,60.9,72.7,50.0,61.2,75.9,40,65,78,6.0,7.2,8.8,985.5,986.5,987.9,1029.0,1030.2,1031.5,0.7,2.6,4.2,76,0.4,2.8,5.9,93,0.2,2.8,6.0,96,0.0,0,0,0,0,0,239.1,758.9,5738.0,20210918
7,262,51.9,62.8,75.5,49.4,55.8,62.9,46.8,50.6,56.1,53.6,64.2,76.7,53.9,63.4,75.3,52.1,64.0,76.7,41,67,82,6.9,8.1,9.9,980.3,983.0,985.3,1023.9,1026.4,1029.2,0.4,2.5,4.4,60,0.3,2.7,5.0,83,0.2,2.8,5.1,87,0.0,0,0,1,8,0,236.8,754.4,5683.0,20210919
7,263,54.0,64.3,77.1,51.8,57.8,64.4,49.9,53.2,58.2,54.6,65.4,77.8,54.8,64.8,77.0,54.3,65.3,77.8,43,69,85,7.8,8.9,10.8,975.9,977.7,980.0,1018.6,1020.8,1023.5,0.2,3.1,4.7,33,1.1,4.0,6.3,48,1.4,4.1,6.5,51,0.0,0,8,47,99,0,232.2,748.8,5571.9,20210920
7,264,56.3,65.5,77.8,55.1,59.4,63.3,53.0,55.3,58.7,56.8,66.3,78.2,57.6,65.8,77.6,56.8,66.3,78.2,42,73,99,8.8,9.7,10.9,971.1,974.4,976.5,1014.2,1017.4,1019.8,2.1,4.0,7.5,210,2.8,6.9,12.8,205,2.9,7.5,14.3,205,0.1,0,12,71,100,0,205.9,685.2,4940.4,20210921
7,265,57.2,63.3,74.4,57.5,61.5,67.6,57.1,60.6,66.9,58.1,63.7,77.1,56.7,63.3,73.8,58.1,63.7,77.1,62,92,100,10.4,11.8,14.7,961.4,964.8,970.6,1003.5,1007.5,1013.6,1.8,6.5,13.0,222,3.3,11.9,24.5,222,3.8,12.7,25.9,221,0.23,0,57,92,100,0,128.5,486.7,3084.3,20210922
7,266,46.9,56.3,64.3,45.9,52.1,57.0,44.7,48.4,56.6,45.2,55.3,64.2,45.2,55.1,64.2,47.1,56.3,64.2,49,77,97,6.5,7.6,10.2,963.0,966.5,971.2,1005.8,1009.6,1015.2,4.2,8.2,13.4,275,9.3,15.0,21.9,275,10.0,16.2,22.7,275,0.0,0,0,29,81,0,214.8,735.3,5153.8,20210923
8,251,55.7,61.0,66.1,52.2,55.6,58.1,47.9,51.6,54.6,54.0,60.6,65.6,54.0,60.2,65.6,55.9,61.0,65.6,60,71,85,7.3,8.4,9.3,974.9,977.6,981.5,1002.8,1005.6,1009.8,7.5,12.4,15.7,306,15.0,20.6,23.6,307,16.1,21.5,24.4,308,0.07,0,0,37,100,0,197.0,725.8,4530.9,20210908
8,252,51.0,59.1,65.9,48.6,53.6,57.1,46.5,49.2,51.4,51.6,58.7,65.9,51.6,58.7,65.9,51.0,59.1,65.9,57,70,85,6.8,7.6,8.3,981.6,985.2,988.2,1009.9,1013.4,1016.7,2.1,7.9,12.4,336,6.6,12.9,16.4,338,7.7,13.6,16.7,339,0.0,0,0,21,100,0,239.0,764.3,5736.0,20210909
8,253,49.0,60.1,71.0,47.3,54.3,60.6,45.4,49.7,55.4,49.1,60.9,75.9,49.1,60.0,70.9,49.4,60.8,75.9,51,70,86,6.5,7.8,9.5,986.0,988.7,990.7,1014.1,1017.0,1019.1,1.5,6.7,13.2,200,2.0,10.9,23.7,203,1.5,11.4,24.9,204,0.0,0,5,53,100,0,230.5,758.1,5531.0,20210910
8,254,56.9,67.3,75.2,55.1,62.6,65.9,52.6,59.9,63.7,57.1,68.9,77.7,55.2,67.2,75.1,57.1,68.9,77.7,60,78,97,8.6,11.3,12.9,982.3,984.1,986.7,1010.1,1012.1,1014.9,1.0,12.1,18.8,217,1.1,20.1,28.7,218,1.7,21.0,29.9,219,0.01,0,1,69,100,0,159.4,678.5,3825.7,20210911
8,255,50.6,59.1,70.1,46.4,52.4,57.3,38.7,46.2,52.4,50.0,58.7,75.0,50.0,58.4,70.1,50.7,59.3,75.0,41,65,93,5.1,6.8,8.5,987.0,989.3,990.3,1015.3,1017.7,1018.7,3.6,5.8,9.6,32,6.0,9.6,14.1,39,6.1,10.0,15.0,39,0.0,0,8,78,100,0,196.3,715.0,4711.3,20210912
8,256,51.2,60.8,74.6,45.7,57.1,67.4,37.7,54.0,64.6,49.7,60.7,76.9,49.7,60.3,73.2,51.3,61.3,76.9,57,80,99,4.9,9.6,13.3,981.3,985.1,989.4,1009.2,1013.3,1018.0,1.3,4.8,8.3,135,2.9,8.4,12.5,126,3.0,8.8,13.7,126,0.54,0,41,83,100,0,106.2,474.4,2548.5,20210913
8,257,50.2,61.8,67.9,48.8,56.8,61.1,46.6,52.9,60.3,49.9,61.6,67.9,49.9,61.6,67.9,51.3,61.8,67.9,52,74,98,6.8,8.9,11.4,981.3,983.8,988.1,1009.3,1011.9,1016.6,3.5,8.5,13.4,306,4.9,13.9,18.9,309,5.2,14.5,19.4,309,0.0,0,0,53,100,0,215.0,695.8,5159.4,20210914
8,258,48.9,57.9,68.1,48.1,53.1,58.4,46.3,49.3,52.9,47.7,57.3,67.2,47.7,57.3,67.2,50.0,57.9,67.2,53,74,87,6.8,7.6,8.7,988.6,989.6,990.9,1017.2,1018.0,1019.3,3.1,5.4,7.6,245,6.1,9.4,12.9,246,6.0,9.7,13.6,247,0.0,0,5,54,100,0,177.3,564.6,4254.2,20210915
8,259,52.8,61.2,71.5,51.2,55.3,59.5,48.6,50.8,52.5,52.1,61.9,75.7,52.1,60.5,71.3,53.6,62.4,75.7,47,71,91,7.4,8.0,8.5,991.0,993.0,994.0,1019.5,1021.4,1022.6,4.0,7.6,11.6,219,10.2,14.5,17.9,224,11.2,15.5,19.9,226,0.0,0,0,1,5,0,226.3,684.7,5430.9,20210916
8,260,54.4,63.0,74.1,51.3,56.6,62.0,47.1,51.8,55.6,52.6,63.8,76.6,52.6,62.2,73.9,54.6,64.4,76.6,49,69,97,6.9,8.4,9.5,994.2,995.9,997.0,1022.8,1024.3,1025.5,6.5,9.2,14.2,201,17.0,18.4,20.9,206,18.7,19.9,21.4,208,0.0,0,0,0,2,0,223.4,678.4,5361.9,20210917
8,261,54.7,64.4,78.3,51.7,57.1,63.4,47.0,51.7,55.1,53.3,64.2,77.6,53.3,63.8,76.8,55.1,64.7,77.6,39,66,82,6.9,8.3,9.5,993.1,995.9,998.0,1021.5,1024.3,1026.6,5.9,8.6,11.0,185,14.3,16.9,19.6,190,16.1,18.4,21.9,192,0.0,0,0,0,0,0,223.3,680.5,5358.0,20210918
8,262,59.9,70.3,80.7,55.5,61.2,66.3,51.9,55.3,59.2,60.3,72.2,80.9,60.3,70.3,80.5,60.3,72.2,80.9,45,60,75,8.3,9.6,11.0,987.9,990.1,992.9,1016.0,1018.2,1021.2,9.0,12.4,16.6,186,18.6,21.4,25.2,189,20.3,22.7,26.0,190,0.0,0,0,22,100,0,212.8,651.4,5107.5,20210919
