SCRUB_STORE_NO,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,TIME_DIM_KEY
12,263,53.2,64.6,78.7,52.5,58.8,66.7,51.8,54.9,60.8,53.6,65.5,79.0,53.6,65.2,78.3,53.5,65.4,79.0,43,74,94,8.3,9.4,11.6,989.8,991.8,994.5,1018.4,1020.8,1023.8,0.4,2.2,3.5,10,0.7,3.0,4.4,24,1.0,3.2,4.6,27,0.0,0,18,62,98,0,229.5,735.5,5507.3,20210920
12,264,54.7,65.5,79.6,54.0,59.9,65.4,53.4,56.4,58.8,55.0,66.2,80.0,57.3,66.0,79.6,55.0,66.2,80.0,45,75,97,8.8,9.9,10.9,985.6,988.3,990.7,1014.4,1017.1,1019.7,0.8,3.6,6.8,184,2.0,6.4,11.7,194,2.2,6.9,12.4,195,0.05,0,5,63,100,0,212.4,702.8,5097.1,20210921
12,265,55.6,63.1,72.6,56.7,61.6,67.7,56.5,60.9,65.6,57.0,64.2,76.4,57.6,63.3,72.1,57.0,64.2,76.4,80,93,100,10.0,11.8,13.9,975.0,978.8,985.1,1003.2,1007.4,1014.0,0.3,4.6,11.2,215,2.0,9.1,22.5,214,2.4,9.8,24.0,215,0.31,0,39,85,100,0,107.1,408.6,2571.2,20210922
12,266,46.6,56.4,64.0,45.9,52.4,55.4,43.0,49.0,55.2,47.4,55.9,62.4,47.4,56.0,62.4,48.2,56.4,62.4,58,78,99,6.0,7.6,9.5,976.8,980.3,985.1,1005.7,1009.2,1014.5,2.9,6.6,11.6,267,7.2,13.4,20.4,269,8.2,14.3,21.2,269,0.03,0,1,27,63,0,179.8,500.6,4315.1,20210923
13,251,57.6,69.9,79.7,57.1,64.3,68.0,54.5,61.0,65.7,57.6,70.9,79.8,57.6,70.0,79.7,57.6,70.9,79.8,42,76,98,9.3,11.7,13.7,990.6,992.9,994.8,1009.3,1011.6,1013.8,3.8,9.5,14.7,195,11.5,18.3,24.2,199,13.4,19.7,25.1,200,0.0,0,0,12,100,0,268.0,815.9,6163.3,20210908
13,252,60.9,66.4,70.0,60.1,65.9,69.3,59.6,65.7,69.0,61.0,66.4,70.0,61.0,66.4,69.9,61.0,66.4,70.0,95,98,99,11.0,13.7,15.3,988.2,989.3,990.7,1007.1,1008.1,1009.4,2.1,5.0,8.6,214,3.9,10.0,17.3,222,4.4,10.8,18.4,224,0.71,0,100,100,100,0,44.3,183.1,1063.5,20210909
13,253,51.1,62.3,72.6,48.3,56.4,60.2,45.6,51.7,58.5,49.9,62.9,75.9,49.9,61.9,72.5,51.1,63.1,75.9,44,71,96,6.5,8.4,10.6,988.8,992.9,999.8,1007.6,1011.8,1019.1,3.8,7.9,11.8,303,10.8,15.9,19.7,307,12.5,17.2,20.8,308,0.0,0,0,26,100,0,242.0,812.1,5808.7,20210910
13,254,48.9,61.2,73.4,46.3,54.4,59.7,43.5,48.6,57.5,48.0,61.7,75.8,48.0,60.7,73.2,49.0,62.0,75.8,39,66,94,6.0,7.4,10.1,1000.2,1002.6,1004.1,1019.5,1021.7,1023.1,3.2,6.7,9.8,238,7.5,13.6,17.5,245,7.7,14.7,18.8,247,0.0,0,0,2,10,0,257.1,817.9,6171.0,20210911
13,255,59.1,71.1,82.9,59.7,64.7,69.0,58.4,61.1,63.2,60.1,72.2,83.6,60.1,71.1,82.9,60.1,72.2,83.6,45,74,98,10.7,11.6,12.5,996.3,998.8,1001.7,1015.0,1017.7,1020.8,3.7,9.3,13.9,236,9.7,17.8,23.1,239,10.8,18.9,24.0,240,0.0,0,1,40,100,0,240.9,763.9,5781.5,20210912
13,256,61.5,69.0,78.4,58.7,62.5,66.5,49.9,58.1,63.4,62.2,69.6,78.6,62.2,69.0,77.8,62.2,69.6,78.6,41,71,98,7.8,10.5,12.5,998.3,999.3,1000.5,1017.1,1018.1,1019.5,2.1,3.5,5.8,289,4.7,6.9,10.5,280,4.9,7.5,12.1,280,0.0,0,14,69,100,0,210.7,730.5,5055.7,20210913
13,257,63.3,73.4,86.7,63.4,67.8,71.7,63.3,65.0,67.4,63.7,74.9,88.2,63.7,73.4,86.5,63.7,74.9,88.2,46,78,99,12.5,13.4,14.5,993.0,994.9,997.8,1011.6,1013.6,1016.7,3.9,8.5,13.3,210,11.0,16.5,21.5,214,12.8,17.7,22.3,214,0.0,0,30,61,81,0,229.9,749.1,5518.5,20210914
13,258,58.4,65.6,74.8,52.8,60.6,66.5,47.3,57.1,65.9,58.6,66.0,77.5,59.7,65.8,74.8,58.6,66.0,77.5,60,75,99,7.0,10.3,13.7,992.7,995.3,998.2,1011.5,1014.1,1017.2,2.5,5.3,9.9,279,5.5,10.8,16.0,285,6.5,11.6,17.0,286,0.0,0,58,90,100,0,139.5,418.4,3348.9,20210915
13,259,51.1,59.0,65.6,49.5,53.7,57.1,46.8,49.4,51.9,51.1,59.0,64.1,51.1,59.2,64.1,52.0,59.0,64.1,59,71,84,6.9,7.6,8.3,997.6,1000.0,1003.5,1016.7,1019.1,1022.9,0.8,3.8,5.9,48,1.7,7.4,10.5,48,1.8,8.0,11.2,49,0.0,0,22,89,100,0,99.2,325.2,2381.8,20210916
13,260,47.5,57.8,71.4,45.5,51.4,58.8,41.2,45.2,49.7,47.4,57.4,70.9,47.4,57.4,70.8,49.3,58.3,74.4,35,66,91,5.5,6.4,7.6,1003.9,1007.8,1010.8,1023.4,1027.1,1030.4,1.2,3.8,5.2,26,2.9,7.5,12.5,28,3.2,8.3,14.0,30,0.0,0,0,0,0,0,245.8,778.1,5899.5,20210917
13,261,48.5,60.0,74.9,47.8,54.5,62.1,46.7,50.1,54.7,49.9,60.9,76.4,49.9,60.3,74.7,48.9,60.7,76.4,41,73,94,6.7,7.7,9.1,1009.9,1011.0,1012.5,1028.9,1030.3,1031.7,0.3,1.9,3.6,132,1.0,3.2,6.8,129,1.2,3.4,7.3,128,0.0,0,0,0,0,0,238.7,759.0,5729.7,20210918
13,262,50.7,62.1,76.7,49.3,55.3,63.8,45.2,49.7,56.8,51.2,62.9,77.2,51.2,62.2,76.4,51.1,63.0,77.2,37,67,93,6.4,7.6,9.9,1004.3,1007.1,1009.9,1023.6,1026.3,1029.3,0.3,3.2,4.5,61,0.9,5.6,9.8,70,1.1,6.1,10.9,71,0.0,0,0,0,0,0,237.9,758.9,5709.3,20210919
13,263,51.6,62.8,76.8,47.6,55.8,64.1,43.5,50.2,58.3,50.0,63.5,77.4,50.0,62.5,76.7,51.7,63.8,77.4,40,66,85,6.0,7.9,10.5,999.7,1001.5,1004.0,1018.5,1020.6,1023.3,0.2,4.1,7.2,33,1.5,8.0,12.4,40,1.7,8.7,13.8,42,0.0,0,0,49,100,0,226.1,748.8,5426.6,20210920
13,264,55.2,65.3,78.7,53.3,59.3,64.7,51.6,55.3,58.7,55.5,66.2,79.2,56.6,65.8,78.6,55.5,66.2,79.2,45,73,97,8.2,9.4,10.6,995.6,998.7,1000.6,1014.6,1017.6,1019.6,1.8,3.8,7.6,218,3.6,7.8,13.3,220,4.2,8.7,14.0,220,0.04,0,6,65,100,0,199.6,647.1,4791.4,20210921
13,265,59.2,68.0,79.4,59.3,65.1,68.9,59.2,63.6,67.5,59.6,69.1,80.9,60.8,68.1,79.3,59.6,69.1,80.9,56,88,100,10.8,12.8,14.6,986.0,989.2,995.2,1004.6,1007.9,1014.1,2.6,8.0,12.1,196,7.2,14.9,20.8,198,9.1,15.9,22.1,198,0.14,0,26,71,100,0,191.2,690.1,4587.7,20210922
13,266,49.1,60.1,69.5,47.8,55.2,60.6,44.6,51.0,60.3,49.3,59.9,68.7,49.3,59.7,68.7,49.9,60.1,68.7,42,75,99,6.4,8.2,11.3,987.2,990.6,995.7,1006.0,1009.5,1015.0,3.3,7.1,13.3,267,9.9,14.6,22.9,270,11.8,15.8,23.8,270,0.0,0,0,20,90,0,222.2,690.5,5333.3,20210923
14,251,55.6,66.0,76.8,53.3,61.2,65.9,51.6,58.4,63.0,55.3,67.0,78.3,55.0,66.2,76.5,55.6,67.0,78.3,49,79,99,8.5,11.0,12.9,957.2,959.2,961.5,1006.7,1009.1,1012.0,0.9,7.7,15.0,194,1.6,13.5,25.1,196,1.7,14.4,26.0,197,0.61,0,6,54,100,0,258.6,793.0,5947.9,20210908
14,252,54.2,60.7,67.2,53.8,58.5,61.1,53.4,57.2,60.3,54.4,60.7,66.9,54.4,61.4,66.9,54.2,60.7,66.9,66,89,100,9.1,10.5,11.7,957.7,958.5,959.3,1007.8,1008.7,1009.4,0.4,2.8,4.7,237,0.5,4.1,6.8,241,0.6,4.4,7.0,243,0.72,0,100,100,100,0,112.3,374.8,2694.2,20210909
14,253,45.4,53.6,63.3,43.7,51.1,55.8,42.0,49.2,54.6,44.0,53.1,62.8,44.0,53.0,62.8,45.4,53.6,62.8,61,86,100,5.9,7.8,9.5,958.4,962.4,968.1,1009.1,1013.2,1020.0,1.7,4.7,10.2,293,4.0,8.6,15.7,302,4.5,9.3,16.8,304,0.09,0,4,45,100,0,178.3,778.9,4279.8,20210910
14,254,44.0,56.4,67.4,43.2,51.8,57.7,42.0,48.0,53.0,41.8,55.7,67.3,41.8,55.4,67.3,44.1,56.4,67.3,51,75,98,5.8,7.4,8.9,967.9,969.6,971.6,1018.6,1020.7,1022.7,3.8,6.2,8.7,208,5.9,10.8,16.3,215,6.3,11.7,18.2,217,0.0,0,0,22,100,0,245.3,802.7,5886.2,20210911
14,255,55.4,62.0,70.7,54.0,58.9,64.7,52.3,57.0,61.7,54.8,62.1,73.5,54.6,61.8,70.5,55.8,62.2,73.5,63,85,100,8.7,10.4,12.2,965.1,966.4,967.8,1015.1,1016.9,1018.7,2.8,6.7,10.7,234,3.8,12.6,18.5,238,3.9,13.6,19.6,239,0.03,0,6,75,100,0,108.0,535.7,2591.5,20210912
14,256,51.9,61.2,70.9,52.2,57.2,62.3,49.0,54.4,59.4,52.9,62.1,74.3,52.9,61.5,70.3,52.6,62.1,74.3,53,81,98,7.7,9.4,11.2,965.5,967.7,969.1,1015.9,1018.3,1019.8,1.7,3.4,5.1,205,2.2,4.5,6.6,212,2.2,4.7,6.9,214,0.03,0,3,67,100,0,226.2,747.8,5430.0,20210913
14,257,58.7,69.2,80.6,60.7,66.1,70.7,60.5,64.6,69.3,61.2,70.3,81.7,61.2,69.2,79.5,61.2,70.3,81.7,61,87,98,11.7,13.6,16.1,960.2,962.0,964.9,1009.8,1011.9,1015.4,2.8,6.7,9.2,209,5.2,13.1,18.4,216,5.7,14.2,20.2,218,0.54,0,68,89,100,0,218.6,727.9,5246.5,20210914
14,258,51.0,59.4,67.3,47.9,55.1,62.6,44.7,51.4,62.2,52.3,59.5,64.6,52.3,59.5,64.6,51.2,59.4,64.6,49,77,99,6.5,8.6,12.5,960.7,964.3,967.2,1010.7,1014.9,1018.4,1.3,5.1,7.9,254,0.3,8.4,12.1,264,0.3,8.9,13.2,265,0.04,0,79,96,100,0,188.8,619.0,4531.6,20210915
14,259,45.6,55.0,64.5,44.6,49.9,54.4,42.6,45.2,48.4,46.2,55.1,64.0,46.2,55.3,64.0,46.3,55.0,64.0,50,71,90,6.0,6.6,7.5,967.2,969.2,972.3,1018.5,1020.3,1024.2,0.4,3.4,7.0,5,1.2,4.9,9.7,358,1.3,5.2,10.0,358,0.0,0,0,71,100,0,190.9,626.1,4581.0,20210916
14,260,43.3,55.1,66.7,42.3,49.1,55.0,40.6,43.4,45.8,44.8,55.3,66.5,44.8,55.3,66.5,44.0,55.1,66.5,41,67,88,5.5,6.2,6.8,972.6,976.1,978.5,1024.6,1027.6,1030.1,0.3,2.3,4.5,24,0.7,2.6,5.7,330,0.7,2.7,5.8,325,0.0,0,0,0,0,0,241.6,763.8,5796.9,20210917
14,261,49.3,61.1,74.1,47.8,55.7,62.7,44.7,51.7,57.2,51.1,62.1,76.5,51.1,61.6,73.9,50.0,61.9,76.5,46,74,91,6.4,8.5,10.3,977.9,978.8,980.1,1028.7,1030.1,1031.5,0.8,2.2,3.7,198,0.7,1.8,3.2,214,0.6,1.8,3.2,220,0.0,0,0,0,0,0,234.7,746.0,5631.9,20210918
14,262,53.6,64.3,77.4,53.0,59.3,65.7,52.0,56.2,60.9,54.3,65.4,78.5,55.7,64.7,77.4,54.3,65.4,78.5,47,77,93,8.5,10.0,11.9,972.9,975.4,977.7,1023.8,1026.3,1029.0,0.2,2.1,3.4,143,0.2,1.6,3.2,168,0.2,1.5,3.1,177,0.0,0,0,3,45,0,231.3,737.7,5550.6,20210919
14,263,54.6,64.9,76.8,54.2,59.7,65.4,53.0,56.5,60.5,55.9,65.9,78.2,56.4,65.4,76.8,55.9,65.9,78.2,48,77,92,8.9,10.1,11.8,968.6,970.3,972.6,1018.6,1020.8,1023.5,0.3,2.4,3.4,126,0.3,2.1,3.4,176,0.3,2.1,3.5,225,0.0,0,27,60,96,0,223.2,703.3,5357.7,20210920
14,264,56.3,65.0,76.4,55.9,60.3,65.9,55.1,57.4,62.1,57.0,66.2,78.1,58.0,65.3,76.3,57.0,66.2,78.1,51,78,94,9.6,10.5,12.5,963.1,966.5,969.1,1013.5,1016.9,1019.8,2.1,3.5,4.8,189,2.5,5.3,7.8,197,2.6,5.6,8.5,198,0.02,0,31,70,100,0,205.2,713.4,4926.1,20210921
14,265,53.6,62.5,72.0,54.7,60.8,65.6,54.6,59.9,63.3,54.2,62.8,74.3,54.1,62.1,70.5,55.0,62.9,74.3,77,92,99,9.5,11.6,13.1,953.3,956.7,962.6,1002.8,1006.7,1013.0,3.1,6.5,12.3,190,4.5,11.2,23.6,197,4.8,11.9,24.9,198,0.47,0,60,90,100,0,155.8,505.2,3739.7,20210922
14,266,43.8,53.0,59.5,44.6,50.3,54.3,43.2,48.0,54.2,43.9,50.6,55.6,43.9,50.5,54.6,46.1,53.0,57.3,70,83,99,6.2,7.5,9.4,955.1,958.4,963.0,1005.4,1009.1,1014.6,4.0,8.6,12.5,253,8.8,16.3,22.1,257,9.9,17.5,23.1,257,0.05,0,7,65,98,0,106.9,286.7,2566.6,20210923
15,251,53.8,67.3,79.7,53.1,61.5,65.3,52.1,57.9,62.9,53.3,68.1,80.0,53.3,67.2,79.7,53.9,68.2,80.0,44,75,98,8.5,10.7,12.7,970.8,972.6,974.8,1008.2,1010.2,1013.0,3.1,8.4,13.8,203,8.4,15.8,23.1,204,9.4,16.9,24.1,205,0.03,0,0,49,100,0,244.3,794.7,5620.7,20210908
15,252,59.1,62.7,68.9,56.9,61.7,63.9,55.4,61.1,63.5,59.2,62.7,65.7,59.1,62.8,65.7,59.2,62.7,65.7,85,95,99,9.7,11.9,12.9,969.7,970.4,971.3,1007.3,1008.1,1008.9,1.3,3.1,6.8,279,1.5,4.8,10.9,283,1.6,5.3,12.0,284,0.41,0,98,100,100,0,35.3,208.4,846.8,20210909
15,253,48.3,59.3,68.3,45.1,53.6,58.3,41.8,49.0,54.6,46.1,58.7,68.0,46.1,58.5,68.0,48.3,59.3,68.0,50,70,89,5.7,7.7,9.4,969.3,973.2,979.5,1007.2,1011.3,1018.4,4.8,8.0,13.0,306,9.1,14.6,21.0,309,9.7,15.7,21.7,310,0.01,0,0,34,100,0,231.7,756.2,5560.8,20210910
15,254,46.2,59.5,72.0,43.1,52.2,58.4,39.4,45.7,51.8,43.8,59.7,75.5,43.8,58.6,71.9,46.3,60.3,75.5,39,63,81,5.2,6.8,8.4,979.7,981.7,983.6,1018.7,1020.1,1021.9,4.4,7.0,9.7,249,7.1,12.5,17.0,252,8.2,13.8,18.5,253,0.0,0,0,8,91,0,252.2,804.3,6051.0,20210911
15,255,55.3,66.1,78.9,54.6,60.4,66.6,52.3,56.9,61.9,54.6,66.7,79.6,54.5,65.8,78.3,55.3,66.8,79.6,47,74,96,8.6,10.3,12.2,976.4,978.1,980.5,1013.9,1016.0,1018.8,4.6,9.8,14.9,256,8.5,17.3,24.4,258,9.8,18.5,25.4,258,0.0,0,3,41,100,0,219.2,764.1,5261.3,20210912
15,256,52.5,62.5,75.4,51.8,55.7,60.6,46.0,50.2,53.0,52.2,63.3,76.1,52.2,63.0,73.5,52.6,63.3,76.1,41,68,95,6.8,8.0,8.7,978.8,980.0,981.2,1016.8,1018.1,1019.5,1.5,3.6,6.2,284,0.9,5.5,9.6,286,1.1,5.9,10.1,286,0.0,0,0,39,95,0,234.3,736.6,5622.7,20210913
15,257,57.0,73.1,85.9,53.9,66.0,70.7,51.6,62.4,65.2,57.1,74.5,86.4,58.5,73.2,85.4,57.1,74.5,86.4,46,72,99,8.3,12.6,13.7,972.1,974.2,978.3,1009.4,1011.7,1016.5,2.1,8.6,12.1,233,5.3,14.7,21.1,231,6.0,15.8,22.6,231,0.15,0,12,82,100,0,222.2,714.1,5332.2,20210914
15,258,54.2,63.8,76.1,49.1,57.0,65.6,43.6,51.3,63.5,54.6,63.9,70.5,54.6,63.8,70.0,54.7,63.9,70.5,43,65,89,6.2,8.6,12.9,972.0,975.5,979.1,1009.5,1013.4,1017.6,3.6,7.8,11.8,281,6.1,13.3,19.0,284,6.8,14.3,19.8,285,0.0,0,100,100,100,0,149.3,437.7,3583.3,20210915
15,259,46.3,56.8,67.4,44.9,50.4,55.3,41.3,44.4,48.1,46.1,56.5,67.4,46.1,56.8,67.4,47.3,56.8,67.4,42,65,84,5.7,6.4,7.3,979.3,981.2,984.4,1017.8,1019.7,1023.6,1.1,3.5,6.6,340,2.1,5.7,10.6,350,2.1,6.2,11.2,352,0.0,0,0,76,100,0,135.9,569.7,3261.2,20210916
15,260,44.3,56.0,68.5,43.1,49.3,56.4,39.1,42.2,46.5,43.3,55.8,67.8,43.3,55.9,67.8,44.9,56.0,67.8,35,63,87,5.2,5.8,6.9,984.7,988.3,991.0,1024.0,1027.1,1030.2,2.2,3.5,6.0,314,1.1,4.7,8.5,322,1.0,4.9,8.8,324,0.0,0,0,0,0,0,242.4,766.7,5817.6,20210917
15,261,48.8,61.4,75.9,45.3,54.1,62.6,41.4,48.1,55.2,49.1,61.9,76.7,49.1,61.9,75.8,49.0,61.8,76.7,37,64,83,5.6,7.4,9.5,990.4,991.4,992.8,1028.5,1030.0,1031.4,0.4,2.3,3.0,222,0.5,2.8,4.5,223,0.4,2.9,4.8,223,0.0,0,0,0,0,0,235.8,749.6,5658.7,20210918
15,262,52.7,63.6,77.3,50.7,56.9,64.4,48.5,52.1,58.0,54.4,64.6,77.9,54.6,64.2,77.2,53.3,64.4,77.9,43,68,85,7.3,8.5,10.6,985.8,988.1,990.3,1024.0,1026.5,1029.0,0.1,2.2,4.3,150,0.1,2.4,5.0,147,0.3,2.5,5.1,146,0.0,0,0,1,8,0,233.0,742.9,5591.7,20210919
15,263,52.6,64.2,77.4,51.2,57.9,64.9,50.1,53.6,58.7,54.5,65.4,78.0,54.8,64.9,77.1,52.7,65.1,78.0,44,71,91,7.8,9.0,10.9,980.8,982.7,985.5,1018.4,1020.8,1024.0,0.9,2.5,4.3,30,1.7,3.1,4.8,50,1.8,3.2,4.9,53,0.0,0,10,51,100,0,228.3,733.9,5477.3,20210920
15,264,56.2,67.0,79.9,55.0,59.9,64.8,52.7,55.2,57.5,56.5,67.6,79.9,56.8,67.2,79.9,56.5,67.6,79.9,40,68,91,8.7,9.6,10.5,976.4,979.0,981.0,1014.4,1016.9,1019.2,2.0,4.3,7.1,231,2.5,7.3,13.6,226,2.5,7.9,14.9,226,0.02,0,6,57,100,0,211.8,714.3,5081.5,20210921
15,265,56.9,61.8,70.5,57.2,61.1,67.6,56.9,60.7,66.8,57.8,61.8,69.4,56.4,61.9,69.4,57.8,61.8,69.4,91,96,100,10.2,11.8,14.6,966.2,970.0,976.1,1003.4,1007.7,1014.2,1.7,5.4,13.9,221,3.6,9.6,24.4,220,4.0,10.3,25.9,219,0.26,0,66,91,100,0,61.5,268.3,1475.9,20210922
15,266,45.3,56.4,63.4,44.9,52.0,56.8,42.6,48.0,56.5,44.3,55.4,62.3,44.3,55.0,62.3,47.1,56.4,62.3,53,75,97,6.0,7.5,10.1,967.0,970.2,975.1,1005.0,1008.2,1013.9,4.6,9.1,15.6,263,8.6,16.4,26.6,266,9.8,17.5,27.7,266,0.0,0,1,14,71,0,221.8,724.5,5323.7,20210923
16,251,52.7,63.2,78.9,51.1,59.1,65.8,49.7,56.6,60.3,50.9,63.1,79.6,50.9,62.6,78.7,52.8,63.6,79.6,46,82,99,7.8,10.2,11.6,967.3,970.0,972.5,1003.9,1007.1,1010.2,2.7,7.5,13.5,176,4.2,12.3,23.2,184,5.1,13.2,24.2,185,0.95,0,12,76,100,0,209.8,677.1,4826.1,20210908
16,252,55.0,60.7,69.1,54.2,58.0,61.4,53.6,56.3,59.8,55.0,60.7,69.1,55.0,61.0,69.1,55.1,60.7,69.1,61,86,99,9.0,10.0,11.3,969.7,970.6,971.3,1006.7,1007.7,1008.5,0.9,3.4,5.7,198,2.0,5.7,8.8,206,2.3,6.0,9.6,208,0.02,0,97,100,100,0,136.1,480.4,3266.0,20210909
16,253,46.4,52.7,58.0,45.4,51.7,55.1,44.3,51.0,54.0,45.1,51.8,56.9,45.1,51.7,55.5,46.5,52.7,57.0,87,94,99,6.3,8.2,9.1,970.7,974.7,979.3,1008.1,1012.3,1017.4,3.1,4.8,8.2,270,5.0,8.6,15.2,285,5.4,9.3,15.8,287,0.09,0,6,81,100,0,117.2,526.7,2812.5,20210910
16,254,46.5,59.9,71.3,46.4,53.3,59.6,44.5,47.9,52.6,45.5,60.0,75.8,45.5,59.4,71.2,47.5,60.4,75.8,46,66,92,6.4,7.3,8.7,976.9,979.9,982.6,1014.2,1017.5,1020.5,3.5,7.3,11.0,213,5.0,12.5,19.5,216,5.2,13.3,20.9,217,0.0,0,3,69,100,0,222.5,763.3,5339.6,20210911
16,255,48.8,57.8,67.7,46.3,54.1,58.7,43.9,51.1,57.4,49.0,57.8,67.5,49.0,57.2,67.5,48.8,57.8,67.5,48,80,99,6.2,8.3,10.3,974.4,977.2,980.5,1011.7,1014.6,1018.6,0.4,6.5,11.6,241,1.4,12.6,18.2,246,1.4,13.6,19.1,248,0.06,0,0,53,100,0,111.8,654.5,2683.1,20210912
16,257,51.5,60.7,66.0,50.3,60.2,65.5,48.9,59.9,65.2,51.3,60.4,65.9,51.3,60.7,65.9,52.0,60.7,65.9,89,97,99,7.6,11.5,13.7,970.5,972.7,976.5,1007.3,1009.8,1014.6,0.3,3.8,7.3,211,0.4,6.5,13.1,213,0.6,7.2,14.4,214,0.98,0,100,100,100,0,29.6,130.6,711.4,20210914
16,258,48.6,55.4,65.4,44.9,51.9,63.2,40.4,48.5,62.8,47.9,54.6,63.8,47.9,54.2,63.8,49.0,55.4,63.8,55,79,97,5.4,7.7,12.6,970.4,976.5,980.2,1007.4,1014.1,1018.4,3.3,7.0,11.2,268,4.5,12.2,17.7,271,4.8,12.9,18.4,271,0.37,0,0,72,100,0,191.4,591.0,4593.3,20210915
16,259,43.7,52.2,61.0,42.3,47.4,51.9,39.7,42.5,45.6,44.7,52.5,61.0,44.7,52.5,61.0,44.6,52.2,61.0,51,70,83,5.3,5.9,6.7,980.4,982.8,985.5,1018.6,1020.9,1024.2,0.1,2.5,7.4,296,0.2,3.8,10.6,309,0.4,4.2,10.9,309,0.0,0,12,78,100,0,157.3,687.0,3775.0,20210916
16,260,42.5,53.6,64.0,41.0,47.9,53.8,38.7,42.1,45.8,42.7,53.3,63.7,42.7,53.4,63.7,42.9,53.6,63.7,48,66,85,5.1,5.8,6.7,985.9,989.1,990.9,1024.7,1027.3,1029.3,0.7,3.0,4.8,205,1.0,3.5,6.6,221,0.9,3.6,6.7,225,0.0,0,0,0,3,0,231.5,731.9,5557.4,20210917
16,261,51.5,62.6,74.6,47.0,55.8,64.4,42.1,50.6,59.3,50.6,63.2,76.8,50.6,62.6,74.1,51.7,63.4,76.8,48,66,77,5.8,8.1,11.0,990.3,991.3,992.5,1027.7,1029.1,1030.5,1.9,3.5,4.7,201,3.1,5.2,6.5,212,3.3,5.5,7.0,215,0.0,0,0,1,7,0,224.3,712.3,5384.0,20210918
16,262,56.0,66.1,78.7,52.5,59.9,67.7,49.5,55.9,63.5,56.3,67.0,79.3,57.3,66.3,78.4,56.3,67.0,79.3,48,71,88,7.6,9.8,12.8,985.7,988.1,990.2,1023.1,1025.7,1028.1,0.7,2.5,3.7,176,0.7,2.9,5.4,189,0.8,3.0,5.7,193,0.0,0,0,2,26,0,222.2,708.7,5332.4,20210919
16,263,58.0,66.0,76.2,55.7,61.0,66.4,53.6,58.0,62.4,58.7,67.2,78.2,59.6,66.3,76.2,58.7,67.2,78.2,55,77,91,8.9,10.6,12.4,981.0,983.1,985.6,1018.3,1020.5,1023.2,0.4,2.3,3.9,170,0.3,2.2,3.5,187,0.3,2.2,3.6,194,0.0,0,36,84,100,0,198.4,658.5,4761.2,20210920
16,264,58.6,68.1,78.9,57.1,61.7,67.0,55.8,57.9,62.1,59.2,68.9,79.5,60.4,68.3,78.7,59.2,68.9,79.5,47,71,89,9.7,10.6,12.3,974.5,978.3,981.3,1011.7,1015.4,1018.7,2.5,3.4,4.3,185,3.6,5.9,8.8,192,3.7,6.3,9.6,194,0.0,0,62,90,100,0,204.8,667.1,4915.3,20210921
